case_diary_number,case_recno,case_start,case_closed,case_title,document_date,document_description,document_category,inspection_result_wording,classification,asset_type,asset_identifiers,asset_count,property_designation,address,district,later_approved_in_case,source_case_url
2025-13668,1304506,2025-09-08,2026-05-19,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2025-09-09,"Intyg återkommande besiktning, ej godkänt, D1618992",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,D1618992,1,Tysslingen 1,Storsjövägen 35,Årsta,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304506?dataSource=Active
2025-13669,1304507,2025-09-08,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2025-09-09,"Intyg återkommande besiktning, ej godkänt, L7902603",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L7902603,1,Jordfräsen 1,Rabattvägen 31,Vinsta,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304507?dataSource=Active
2025-13670,1304508,2025-09-09,2026-03-06,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2025-09-09,"Intyg återkommande besiktning, ej godkänt, L9058764",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L9058764,1,Hägern Större 14,Klarabergsgatan 23,Norrmalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304508?dataSource=Active
2025-13671,1304509,2025-09-09,2026-05-19,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2025-09-09,"Intyg återkommande besiktning, ej godkänt, 31383",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,31383,1,Kåkenhusen 25,Kungsgatan 12,Norrmalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304509?dataSource=Active
2025-13672,1304510,2025-09-09,2026-05-19,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2025-09-09,"Intyg återkommande besiktning, ej godkänt, 35037",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,35037,1,Timmermannen 31,Bondegatan 7,Södermalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304510?dataSource=Active
2025-13673,1304511,2025-09-09,2026-05-19,Anmaning att låta åtgärda port samt utföra förnyad besiktning,2025-09-09,"Intyg återkommande besiktning, ej godkänt, L9022435",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,POWERED_GATE_OR_DOOR,L9022435,1,Norra Djurgården 1:53,Gustafsborgsvägen 8,Norra Djurgården,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304511?dataSource=Active
2025-13674,1304512,2025-09-08,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2025-09-09,"Intyg återkommande besiktning, ej godkänt, L7895087",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L7895087,1,Stämpelfärgen 3,Härjedalsgatan 17,Vällingby,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304512?dataSource=Active
2025-13675,1304513,2025-09-09,2026-05-19,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-09,"Intyg återkommande besiktning, ej godkänt, L6703571",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L6703571,1,Ostmästaren 5,Ostmästargränd 5,Enskedefältet,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304513?dataSource=Active
2025-13677,1304515,2025-09-08,,Anmaning att låta åtgärda port samt utföra förnyad besiktning,2025-09-09,"Intyg återkommande besiktning, ej godkänt, L6703633",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,POWERED_GATE_OR_DOOR,L6703633,1,Ostmästaren 3,Ostmästargränd 8,Enskedefältet,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304515?dataSource=Active
2025-13682,1304520,2025-09-08,,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-09,"Intyg återkommande besiktning, ej godkänt, D1601234",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,D1601234,1,Stången 7,Hyltingevägen 30,Örby,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304520?dataSource=Active
2025-13746,1304584,2025-09-10,2025-11-10,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-11,"Intyg återkommande besiktning, ej godkänt, L6960330",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L6960330,1,Tjockan 1,Ystadsvägen 125,Björkhagen,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304584?dataSource=Active
2025-13806,1304644,2025-09-11,,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-11,"Intyg återkommande besiktning, ej godkänt, L7139895",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L7139895,1,Dalen 3,Grusåsgränd 1,Gamla Enskede,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304644?dataSource=Active
2025-13834,1304672,2025-09-11,2026-05-19,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2025-09-11,"Intyg återkommande besiktning, ej godkänt, L2983642",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L2983642,1,Fribiljetten 7,Börjesonsvägen 49,Södra Ängby,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304672?dataSource=Active
2025-13835,1304673,2025-09-11,2026-06-03,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-11,"Intyg återkommande besiktning, ej godkänt, S156628",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S156628,1,Västberga Gård 3,Västberga Gårdsväg 52,Västberga,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304673?dataSource=Active
2025-13836,1304674,2025-09-11,2026-07-08,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-11,"Intyg återkommande besiktning, ej godkänt, S929382",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S929382,1,Kattuntryckeriet 1,Wivalliusgatan 21,Marieberg,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304674?dataSource=Active
2025-13838,1304676,2025-09-11,2025-12-16,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-11,"Intyg återkommande besiktning, ej godkänt, S848751",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S848751,1,Skranket 1,Västerled 53,Äppelviken,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304676?dataSource=Active
2025-13839,1304677,2025-09-11,2026-06-03,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-11,"Intyg återkommande besiktning, ej godkänt, L4078713",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L4078713,1,Formannen 16,Åsögatan 113,Södermalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304677?dataSource=Active
2025-13186,1304024,2025-09-01,2025-11-10,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2025-09-12,"Intyg återkommande besiktning, ej godkänt, L9116211",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L9116211,1,Geografiboken 1,Abrahamsbergsvägen 89,Abrahamsberg,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304024?dataSource=Active
2025-13908,1304746,2025-09-12,2025-12-02,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-12,"Intyg återkommande besiktning, ej godkänt, 2 st, L7366265, L7366274",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L7366265 L7366274,2,Järnplåten 23,"Oxtorgsgatan 16, Oxtorgsgränd 5",Norrmalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304746?dataSource=Active
2025-13910,1304748,2025-09-12,2025-12-02,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-12,"Intyg återkommande besiktning, ej godkänt, 2 st, L7486411, L7494742",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L7486411 L7494742,2,Stora Katrineberg 20,"Katrinebergsvägen 2, Mejerivägen 7",Liljeholmen,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304748?dataSource=Active
2025-13912,1304750,2025-09-12,,Anmaning att låta åtgärda portar samt utföra förnyad besiktning,2025-09-12,"Intyg återkommande besiktning, ej godkänt, 2 st, D1773223, D1773228",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,POWERED_GATE_OR_DOOR,D1773223 D1773228,2,Murmästare-ämbetet 1,Murmästarvägen 21,Bredäng,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304750?dataSource=Active
2025-13913,1304751,2025-09-12,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2025-09-12,"Intyg återkommande besiktning, ej godkänt, D1605687",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,D1605687,1,Kornet 10,Ringvägen 56,Södermalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304751?dataSource=Active
2025-13916,1304754,2025-09-12,2026-05-19,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-12,"Intyg återkommande besiktning, ej godkänt, 3 st, L2733144, L2733242, L7687981",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L2733144 L2733242 L7687981,3,Rektangeln 21,"Götgatan 102, Ringvägen 115",Södermalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304754?dataSource=Active
2025-13919,1304757,2025-09-12,2026-05-26,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-12,"Intyg återkommande besiktning, ej godkänt, 61263",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,61263,1,Jungfruholmen 1,Vårbergsplan 8,Vårberg,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304757?dataSource=Active
2025-13920,1304758,2025-09-12,2026-05-26,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-12,"Intyg återkommande besiktning, ej godkänt, 72510",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,72510,1,Tobaksmonopolet 13,Maria Skolgata 87,Södermalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304758?dataSource=Active
2025-13922,1304760,2025-09-12,2025-12-18,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-12,"Intyg återkommande besiktning, ej godkänt, L3728508",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3728508,1,Vale 23,Sveavägen 121A,Vasastaden,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304760?dataSource=Active
2025-13925,1304763,2025-09-12,2026-05-26,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-12,"Intyg återkommande besiktning, ej godkänt, S203112",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S203112,1,Karet 2,Liljeholmstorget 20B,Liljeholmen,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304763?dataSource=Active
2025-13926,1304764,2025-09-12,2026-05-19,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-12,"Intyg återkommande besiktning, ej godkänt, L3691730",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3691730,1,Pennan 22,Möregatan 6,Södermalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304764?dataSource=Active
2025-13927,1304765,2025-09-12,,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-12,"Intyg återkommande besiktning, ej godkänt, S244700",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S244700,1,Tjurhornet 15,Lindetorpsvägen 17,Enskede Gård,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304765?dataSource=Active
2025-13929,1304767,2025-09-12,2026-05-19,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-12,"Intyg återkommande besiktning, ej godkänt, S565144",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S565144,1,Sämjan 1,Alpvägen 23,Mariehäll,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304767?dataSource=Active
2025-13930,1304768,2025-09-12,2026-05-19,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-12,"Intyg återkommande besiktning, ej godkänt, L4020236",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L4020236,1,Tvättstugan 3,Sobelgränd 4,Stora Mossen,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304768?dataSource=Active
2025-13936,1304774,2025-09-12,2026-05-19,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-12,"Intyg återkommande besiktning, ej godkänt, S806426",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S806426,1,Kvarndörren 1,Rinkeby Allé 16,Rinkeby,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304774?dataSource=Active
2025-13939,1304777,2025-09-12,2026-06-03,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-12,"Intyg återkommande besiktning, ej godkänt, S149087",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S149087,1,Spinnsidan 4,Tvååkersgränd 1,Östberga,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304777?dataSource=Active
2025-13941,1304779,2025-09-12,2026-05-19,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-12,"Intyg återkommande besiktning, ej godkänt, S527684",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S527684,1,Vega 4,Drottninggatan 95A,Vasastaden,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304779?dataSource=Active
2025-13943,1304781,2025-09-12,,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-12,"Intyg återkommande besiktning, ej godkänt, L0063164",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L0063164,1,Famnen 6,Stopvägen 120,Åkeslund,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304781?dataSource=Active
2025-13944,1304782,2025-09-11,2026-06-03,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-12,"Intyg återkommande besiktning, ej godkänt, L9215906",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L9215906,1,Obelisken 31,Blekingegatan 40A,Södermalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304782?dataSource=Active
2025-13946,1304784,2025-09-12,2026-05-19,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-12,"Intyg återkommande besiktning, ej godkänt, S215433",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S215433,1,Årstaberg 4,Hildebergsvägen 14,Liljeholmen,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304784?dataSource=Active
2025-13947,1304785,2025-09-11,,Anmaning att låta åtgärda port samt utföra förnyad besiktning,2025-09-12,"Intyg återkommande besiktning, ej godkänt,",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,POWERED_GATE_OR_DOOR,,0,Blixtljuset 18,Kvicksundsvägen 14,Högdalen,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304785?dataSource=Active
2025-13949,1304787,2025-09-11,2026-06-03,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-12,"Intyg återkommande besiktning, ej godkänt,",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,,0,Trafikflyget 1,Ulvsundavägen 191A,Riksby,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304787?dataSource=Active
2025-13409,1304247,2025-09-05,2025-12-02,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2025-09-15,"Intyg återkommande besiktning, ej godkänt, L3749983",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3749983,1,Lillholmen 2,Stångholmsbacken 14,Vårberg,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304247?dataSource=Active
2025-13992,1304830,2025-09-11,,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-15,"Intyg återkommande besiktning, ej godkänt, S984973, S984975",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S984973 S984975,2,Trafikflyget 1,Ulvsundavägen 191A,Riksby,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304830?dataSource=Active
2025-13993,1304831,2025-09-11,2026-06-03,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-15,"Intyg återkommande besiktning, ej godkänt, S982142",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S982142,1,Trafikflyget 4,Ulvsundavägen 193,Riksby,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304831?dataSource=Active
2025-14001,1304839,2025-09-15,2026-05-26,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2025-09-15,"Intyg återkommande besiktning, ej godkänt, S273152",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S273152,1,Stapelbädden 9,Gröndalsvägen 214,Gröndal,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304839?dataSource=Active
2025-14003,1304841,2025-09-15,2026-05-26,Anmaning att låta åtgärda port samt utföra förnyad besiktning,2025-09-15,"Intyg återkommande besiktning, ej godkänt, S406328",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,POWERED_GATE_OR_DOOR,S406328,1,Avokadon 1,Bussens Väg 5,Enskedefältet,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304841?dataSource=Active
2025-14004,1304842,2025-09-15,2026-05-26,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-15,"Intyg återkommande besiktning, ej godkänt, D1665480, D1666304, D1773423",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,D1665480 D1666304 D1773423,3,Ferdinand 14,"Nekvägen 35, Nekvägen 37, Nekvägen 39",Sundby,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304842?dataSource=Active
2025-14005,1304843,2025-09-11,2025-11-05,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-15,"Intyg återkommande besiktning, ej godkänt, L3749967",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3749967,1,Lillholmen 5,Stångholmsbacken 10,Vårberg,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304843?dataSource=Active
2025-14010,1304848,2025-09-11,,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-15,"Intyg återkommande besiktning, ej godkänt, S931624",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S931624,1,Tegelbruket 4,Polhemsgatan 50,Kungsholmen,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304848?dataSource=Active
2025-14013,1304851,2025-09-11,,Anmaning att låta åtgärda port samt utföra förnyad besiktning,2025-09-15,"Intyg återkommande besiktning, ej godkänt, S720867",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,POWERED_GATE_OR_DOOR,S720867,1,Gjutmästaren 5,Masugnsvägen 28,Ulvsunda industriområde,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304851?dataSource=Active
2025-14014,1304852,2025-09-15,,Anmaning att låta åtgärda portar samt utföra förnyad besiktning,2025-09-15,"Intyg återkommande besiktning, ej godkänt, L8236555, D1541494",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,POWERED_GATE_OR_DOOR,L8236555 D1541494,2,Reningsverket 1,Värmdövägen 23,Södra Hammarbyhamnen,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304852?dataSource=Active
2025-14015,1304853,2025-09-11,2026-06-03,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2025-09-15,"Intyg återkommande besiktning, ej godkänt, S984972",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S984972,1,Trafikflyget 5,Ulvsundavägen 185A,Riksby,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1304853?dataSource=Active
